Name,security_num,issuer_or_corp_num,is_fossil
נורסטאר- נורסטאר החזקות אינק  לשעבר גזית אינק,723007,511865008,0.0
נורסטאר אג10,7230345,4452879837,0.0
נורסטאר אגח י',7230345,723,0.0
נורסטאר אג11,7230352,723,0.0
נורסטאר אגח יא,7230352,723,0.0
נורסטאר  אגח יב,7230402,723,0.0
בנק ירושלים,726018,520025636,0.0
"ירושלים- בנק ירושלים בע""מ",726018,520025636,0.0
פלסטו קרגל אגח ד,7270119,520041161,0.0
פלסטו שק אג4,7270119,520041161,0.0
פלסטו שק אגח ד,7270119,520041161,0.0
פלססו שק ד'%5.6,7270119,520041161,0.0
פלסטו קרגל אג4 חסום,72701190,520041161,0.0
פלסטו קרגל אגח ד-הפחתה,72701190,520041161,0.0
פלסטו קרגל אג 2,7270127,520041161,0.0
פלסטו קרגל,727016,520041161,0.0
פלסטו שק,727016,520041161,0.0
צור שמיר,730010,520025586,0.0
צור- צור,730010,520025586,0.0
"צור- צור שמיר אחזקות בע""מ",730010,520025586,0.0
"צור אג""ח י- צור",7300171,520025586,0.0
צור אג10,7300171,520025586,0.0
צור אגח י,7300171,520025586,0.0
"צור אגח י- צור שמיר אחזקות בע""מ",7300171,520025586,0.0
צור שמיר אגח 10,7300171,520025586,0.0
צור שמיר אגח י,7300171,520025586,0.0
צור שמיר י'2028,7300171,520025586,0.0
"צור אג""ח י חסום 021218- צור",73001710,520025586,0.0
"*ערד- ערד השקעות ופתוח תעשיה בע""מ",731018,520025198,0.0
ערד,731018,520025198,0.0
ערד השקעות ופתוח תעשיה*,731018,520025198,0.0
ערד- ערד,731018,520025198,0.0
"ערד- ערד השקעות ופתוח תעשיה בע""מ",731018,520025198,0.0
אלקטרה  4.7  אגח ג,7390131,520028911,0.0
"אלקטרה אג""ח ג- אלקטרה",7390131,520028911,0.0
אלקטרה אגח ג,7390131,520028911,0.0
אלקטרה אגח ג הוסחר מ 7390065,7390131,520028911,0.0
אלקטרה סד ג,7390131,520028911,0.0
"*אלקטרה    אגח ד- אלקטרה בע""מ",7390149,520028911,0.0
"אלקטרה אג""ח ד- אלקטרה",7390149,520028911,0.0
אלקטרה אג4,7390149,520028911,0.0
אלקטרה אגח ד,7390149,520028911,0.0
אלקטרה אגח ד',7390149,520028911,0.0
אלקטרה אגח ד*,7390149,520028911,0.0
אלקטרה ד,7390149,520028911,0.0
"*אלקטרה אגח ה- אלקטרה בע""מ",7390222,520028911,0.0
אלקטרה אג5,7390222,520028911,0.0
אלקטרה אגח ה,7390222,520028911,0.0
אלקטרה אגח ה*,7390222,520028911,0.0
אלקטרה ה' 2031/,7390222,520028911,0.0
"*אלקטרה- אלקטרה בע""מ",739037,520028911,0.0
אלקטרה,739037,520028911,0.0
אלקטרה*,739037,520028911,0.0
אלקטרה- אלקטרה,739037,520028911,0.0
אלקטרה חסום,7390370,520028911,0.0
אלקטרה- חסום,7390370,520033549,0.0
"פוליגון- פוליגון נדל""ן בע""מ",745018,520029562,0.0
"*שטראוס- שטראוס גרופ בע""מ",746016,520003781,0.0
שטראוס,746016,520003781,0.0
שטראוס גרופ*,746016,520003781,0.0
שטראוס עלית,746016,520003781,0.0
שטראוס עלית (עלית  1 ),746016,520003781,0.0
שטראוס עלית- שטראוס גרופ,746016,520003781,0.0
"שטראוס- שטראוס גרופ בע""מ",746016,520003781,0.0
"שטראוס    אגח ד- שטראוס גרופ בע""מ",7460363,520003781,0.0
שטראוס אג4,7460363,520003781,0.0
שטראוס אגח ד,7460363,520003781,0.0
שטרס.ק4,7460363,520003781,0.0
"*שטראוס אגח ה- שטראוס גרופ בע""מ",7460389,520003781,0.0
"שטראוס אג""ח ה- שטראוס גרופ",7460389,520003781,0.0
שטראוס אג5,7460389,520003781,0.0
שטראוס אגח ה,7460389,520003781,0.0
שטראוס אגח ה*,7460389,520003781,0.0
"שטראוס אגח ה- שטראוס גרופ בע""מ",7460389,520003781,0.0
"שטראוס אג""ח החסום 231018- שטראוס גרופ",74603890,520003781,0.0
השאלות - פקטיבי- מסלקת הבורסה,7466,27084,0.0
דיסקונט מנ הת ד,7480049,520029935,0.0
"דיסקונט מנפיקים אג""ח ד'- דיסקונט מנפיקים",7480049,520029935,0.0
דיסקונט מנפיקים ד .זפ 2022.10.30,7480049,520029935,0.0
"דיסקונט מנפיקים הת ד- דיסקונט מנפיקים בע""מ",7480049,520029935,0.0
דיסקונט מנפיקים הת. ד'*,7480049,520029935,0.0
דיסקונט מנפיקים הת4,7480049,520029935,0.0
דיסקונט מנפיקים התחייבות ד,7480049,520029935,0.0
דסקמנ.ק4,7480049,520029935,0.0
דיסק מנ אגח יג,7480155,520029935,0.0
"דיסקונט אג""ח יג- דיסקונט מנפיקים בע""מ",7480155,520029935,0.0
דיסקונט אגח יג,7480155,520029935,0.0
דיסקונט מנ אגח יג*,7480155,520029935,0.0
דיסקונט מנפיקים,7480155,520029935,0.0
דיסקונט מנפיקים אגח יג,7480155,520029935,0.0
דסקונט מנפיקים 13,7480155,520029935,0.0
דיסק מנ אגח יד,7480163,520029935,0.0
דיסקונט אגח יד,7480163,520029935,0.0
"דיסקונט אגח יד- דיסקונט מנפיקים בע""מ",7480163,520029935,0.0
דיסקונט מנ אגח יד*,7480163,520029935,0.0
דיסקונט מנפיקים,7480163,520029935,0.0
"דיסקונט מנפיקים אג""ח יד- דיסקונט מנפיקים",7480163,520029935,0.0
דיסקונט מנפיקים אגח יד,7480163,520029935,0.0
דסקונט מנפיקים 14,7480163,520029935,0.0
דיסקונט הנפקות התחייבות ו,7480197,520029935,0.0
דיסקונט מנ נד ו,7480197,520029935,0.0
דיסקונט מנ נד ו*,7480197,520029935,0.0
"דיסקונט מנ נד ו- דיסקונט מנפיקים בע""מ",7480197,520029935,0.0
דיסקונט מנפיקים,7480197,520029935,0.0
"דיסקונט מנפיקים אג""ח ו COCO- דיסקונט מנפיקים",7480197,520029935,0.0
דיסקונט מנפיקים הת 6,7480197,520029935,0.0
דיסקונט מנפיקים ו COCO,7480197,520029935,0.0
דיסקונט מנפיקים נדחים ו,7480197,520029935,0.0
דיסקונט מנ נד ו חסום,74801970,520029935,0.0
דיסקונט מנ נד ו חסום 1.1.20,74801970,520029935,0.0
דיסקונט כתבי התחייבות נדחים ז,7480247,520029935,0.0
"דיסקונט כתבי התחייבות נדחים ז- בנק דיסקונט לישראל בע""מ",7480247,520007030,0.0
דיסקונט מנ נד ז*,7480247,520029935,0.0
דיסקונט מנפיקים ז COCO,7480247,520029935,0.0
אלרון,749077,520028036,0.0
"אלרון- אלרון תעשיה אלקטרונית בע""מ",749077,520028036,0.0
פולגת 1,751032,520029109,0.0
1 לודזיה,753012,520000779,0.0
"לודזיה- לודזיה רוטקס השקעות בע""מ",753012,520000779,0.0
אקויטל אג2,7550122,520030859,1.0
אקויטל אגח 2,7550122,520030859,1.0
אקויטל אגח 2*,7550122,520030859,1.0
אקויטל סד' 23 2,7550122,520030859,1.0
אקויטל,755017,520030859,1.0
"אקויטל בע""מ מ""ר 1",755017,520030859,1.0
אקויטל*,755017,520030859,1.0
אקויטל- אקויטל,755017,520030859,1.0
"אקויטל- אקויטל בע""מ",755017,520030859,1.0
. פטרוכימים אגח ב,7560048,520029315,1.0
פטרוכימיים אגח ב,7560048,520029315,1.0
"פטרוכימיים אגח ב'- מפעלים פטרוכימיים בישראל בע""מ",7560048,520029315,1.0
פטרוכימים ב,7560048,520029315,1.0
. פטרוכימיםאגח ג,7560055,520029315,1.0
פטרוכימיים אגח ג,7560055,520029315,1.0
"פטרוכימיים ג- מפעלים פטרוכימיים בישראל בע""מ",7560055,520029315,1.0
פטרוכימים אגח ג,7560055,520029315,1.0
פטרוכימים ג,7560055,520029315,1.0
פטרוכימיים,756015,520029315,1.0
"פטרוכימיים- מפעלים פטרוכימיים בישראל בע""מ",756015,520029315,1.0
פטרוכימיים- פטרוכימיים,756015,520029315,1.0
"פטרוכימים ע""ש מ""ר",756015,520029315,1.0
פטרוכימיים אגח 1,7560154,520029315,1.0
פטרוכימים אגח 1,7560154,520029315,1.0
"פטרוכימים אגח 1- מפעלים פטרוכימיים בישראל בע""מ",7560154,520029315,1.0
פטרוכימים אגח ח,7560188,756,1.0
"*גב ים סד' ו'- חברת גב-ים לקרקעות בע""מ",7590128,520001736,0.0
גב ים     ו*,7590128,520001736,0.0
"גב ים אג""ח ו- גב ים",7590128,520001736,0.0
גב ים אג6,7590128,520001736,0.0
גב ים אגח ו,7590128,520001736,0.0
גב ים ו,7590128,520001736,0.0
"*גב ים אגח ח- חברת גב-ים לקרקעות בע""מ",7590151,520001736,0.0
גב ים     אגח ח,7590151,520001736,0.0
"גב ים אג""ח ח- גב ים",7590151,520001736,0.0
גב ים אג8,7590151,520001736,0.0
גב ים אגח ח,7590151,520001736,0.0
גב ים ח*,7590151,520001736,0.0
"*גב ים- חברת גב-ים לקרקעות בע""מ",759019,520001736,0.0
גב ים,759019,520001736,0.0
גב ים 1,759019,520001736,0.0
גב ים 1*,759019,520001736,0.0
גב ים- גב ים,759019,520001736,0.0
"גב ים- חברת גב-ים לקרקעות בע""מ",759019,520001736,0.0
"*גב ים     אגח ט- חברת גב-ים לקרקעות בע""מ",7590219,520001736,0.0
גב ים     אגח ט,7590219,520001736,0.0
"גב ים אג""ח ט- גב ים",7590219,520001736,0.0
גב ים אגח ט,7590219,520001736,0.0
גב ים אגח ט*,7590219,520001736,0.0
0.05 .פי.בי,763011,520029026,0.0
פיבי,763011,520029026,0.0
"פיבי- פ.י.ב.י. אחזקות בע""מ",763011,520029026,0.0
פיבי- פיבי,763011,520029026,0.0
*פניקס,767012,520017450,0.0
הפניקס,767012,520017450,0.0
הפניקס 1,767012,520017450,0.0
הפניקס 1- הפניקס,767012,520017450,0.0
פניקס,767012,520017450,0.0
"פניקס 1- הפניקס אחזקות בע""מ",767012,520017450,0.0
הפניקס אגח 2,7670177,520017450,0.0
פניקס 2,7670177,520017450,0.0
"פניקס אג""ח 2- הפניקס",7670177,520017450,0.0
פניקס אג2,7670177,520017450,0.0
פניקס אגח 2,7670177,520017450,0.0
*הפניקס אגח 3,7670201,520017450,0.0
"הפניקס אג""ח 3",7670201,520017450,0.0
הפניקס אגח 3,7670201,520017450,0.0
הפניקס סדרה 2 3,7670201,520017450,0.0
"הפניקס אג""ח 4",7670250,520017450,0.0
הפניקס אגח 4,7670250,520017450,0.0
הפניקס    אגח 5,7670284,520017450,0.0
"הפניקס אג""ח 5- הפניקס",7670284,520017450,0.0
הפניקס אגח 5,7670284,520017450,0.0
"רפק אגח ה- רפק תקשורת ותשתיות בע""מ",7690118,520029505,1.0
רפק אגח ו,7690159,520029505,1.0
"רפק אגח ו- רפק תקשורת ותשתיות בע""מ",7690159,520029505,1.0
רפק,769026,520029505,1.0
"רפק אלקטרוניקה 1 ש""ח ע""ש",769026,520029505,1.0
"רפק- רפק תקשורת ותשתיות בע""מ",769026,520029505,1.0
גבאי מניב אגח י,7710239,520032178,0.0
גבאי מניבים אגח י,7710239,520032178,0.0
"גבאי מניבים אגח י- גבאי מניבים ופיתוח בע""מ",7710239,520032178,0.0
"שופרסל אג""ח ד'*",7770191,520022732,0.0
"שופרסל אג""ח ד- שופרסל בע""מ",7770191,520022732,0.0
שופרסל אג4,7770191,520022732,0.0
שופרסל אגח ד,7770191,520022732,0.0
שופרסל ד',7770191,520022732,0.0
"*שופרסל אגח ה- שופר-סל בע""מ",7770209,520022732,0.0
"שופרסל אג""ח ה'*",7770209,520022732,0.0
"שופרסל אג""ח ה- שופרסל בע""מ",7770209,520022732,0.0
שופרסל אגח ה,7770209,520022732,0.0
שופרסל אגח ה*,7770209,520022732,0.0
שופרסל ה',7770209,520022732,0.0
"*שופרסל אגח ו- שופר-סל בע""מ",7770217,520022732,0.0
"שופרסל אג""ח ו- שופרסל בע""מ",7770217,520022732,0.0
שופרסל אג6,7770217,520022732,0.0
שופרסל אגח ו,7770217,520022732,0.0
שופרסל אגח ו*,7770217,520022732,0.0
שופרסל ו',7770217,520022732,0.0
שופרסל ו'*,7770217,520022732,0.0
"*שופרסל אגח ז- שופר-סל בע""מ",7770258,520022732,0.0
שופרסל אג ז,7770258,520022732,0.0
"שופרסל אג""ח ז- שופרסל בע""מ",7770258,520022732,0.0
שופרסל אג6,7770258,520022732,0.0
שופרסל אגח ז,7770258,520022732,0.0
שופרסל אגח ז*,7770258,520022732,0.0
"שופרסל אג""ח ז' חסום 06042020- שופרסל בע""מ",77702580,520022732,0.0
"שופרסל אגח ז (חסום)- שופר-סל בע""מ",77702580,520022732,0.0
שופרסל אגח ז-הפחתה,77702580,520022732,0.0
שופרסל ז הנ פרטית 06.04.20*,77702580,520022732,0.0
"*שופרסל- שופר-סל בע""מ",777037,520022732,0.0
שופרסל,777037,520022732,0.0
שופרסל*,777037,520022732,0.0
"שופרסל- שופר-סל בע""מ",777037,520022732,0.0
"שופרסל- שופרסל בע""מ",777037,520022732,0.0
"תיא אגח רכישה ב- תיא חברה להשקעות בע""מ",7960032,520008483,0.0
*תיא השקעות- תיא השקעות,796011,520008483,0.0
תיא השקעות*,796011,520008483,0.0
"*קליל- קליל תעשיות בע""מ",797035,520032442,0.0
קליל,797035,520032442,0.0
"קליל תעשיות מתכת בע""מ מ""ר בנות 5 ש""ח",797035,520032442,0.0
קליל*,797035,520032442,0.0
"קליל- קליל תעשיות בע""מ",797035,520032442,0.0
אי.די.בי פת אגח ט,7980154,520032285,0.0
אידיבי ט,7980154,520032285,0.0
"אידיבי פתוח אגח ט- אידיבי חברה לפתוח בע""מ",7980154,520032285,0.0
אידיבי פת אג יד,7980337,520032285,0.0
אידיבי פתוח אגח יד,7980337,520032285,0.0
אידיבי פתוח יד,7980337,520032285,0.0
אידיביפת אגח יד,7980337,520032285,0.0
"*אפריקה תעשיות- אפריקה ישראל תעשיות בע""מ",800011,520026618,0.0
אפריקה תעש 1,800011,520026618,0.0
אפריקה תעש 1 הלמן,800011,520026618,0.0
אפריקה תעשיות,800011,520026618,0.0
אפריקה תעשיות*,800011,520026618,0.0
אפריקה תעשיות- אפריקה תעשיות,800011,520026618,0.0
כהן פיתוח,810010,520032970,1.0
כהן פתוח,810010,520032970,1.0
כהן פתוח*,810010,520032970,1.0
סנו,813014,520032988,0.0
סנו 1,813014,520032988,0.0
"סנו בע""מ מ""ר 1 ש""ח",813014,520032988,0.0
"סנו- סנו-מפעלי ברונוס בע""מ",813014,520032988,0.0
חג'ג',823013,520033309,0.0
חג'ג' אגח ו,8230179,520033309,0.0
חג'ג' אגח ז,8230195,520033309,0.0
חג'ג' אגח ז -הפחתה,82301950,520033309,0.0
חג'ג' אגח ח,8230229,520033309,0.0
חג'ג' אגח ט,8230252,520033309,0.0
"לכיש- תעשיות לכיש בע""מ",826016,520033317,0.0
דלק רכב,829010,520033291,0.0
"דלק רכב- דלק מערכות רכב בע""מ",829010,520033291,0.0
דלק רכב- דלק רכב,829010,520033291,0.0
ISR EL8.1%12/96,91100075,,0.0
SLB US Equity,AN8068571086,,1.0
SPNS US Sapiens Inter Corp NV- סאפיינס,ANN7716A1513,53368,0.0
CLQ AU,AU000000CLQ2,,0.0
GS 4.7% 09/21,AU3CB0223741,99375,0.0
KBCBB 4.25 12/49,BE0002592708,,0.0
EURONAV NV,BE0003816338,,1.0
EURONAV SA,BE0003816338,95022,1.0
MEDIVISION LIMIT,BE0005578498,0,0.0
ONTEX BB,BE0974276082,,0.0
SOLBBB 4 1/4 PERP- SOLBBB,BE6309987400,,0.0
SOLVAY 4.25 04/03/2024,BE6309987400,,0.0
ANHEUSER BUSCH 3.7 04/40,BE6320936287,,0.0
ANHEUSER-BUSCH 3.7 04/40- ORACLE CORP,BE6320936287,,0.0
ATH US,BMG0684D1074,,0.0
FRONTLINE LTD,BMG3682E1921,95024,1.0
FRONTLINE LTD/B,BMG3682E1921,,1.0
HAFNI NO,BMG4233B1090,,1.0
HAFNIA NO,BMG4233B1090,,1.0
MRVL US Marvell Technology Group Ltd- Marvell Technology Group Ltd,BMG5876H1051,,0.0
MYOVANT SCIENCES LTD,BMG637AM1024,997484,0.0
NT SCIENCES LTD,BMG637AM1024,,0.0
LIBERTY LATIN AMERICA-CL-A,BMG9001E1021,93221,0.0
AEM US Equity,CA0084741085,,0.0
AGNICO EAGLE MI,CA0084741085,,0.0
AGNICO-EAGLE MINES LTD,CA0084741085,98781,0.0
ALTIUS MINERALS CORP,CA0209361009,92156,0.0
ALTIUS MINERALS CORPORATION,CA0209361009,92156,0.0
BROOKFIELD ASSET MANAGE-CL A,CA1125851040,97262,0.0
BU CN Equity,CA1208311029,,0.0
CAE INC,CA1247651088,,0.0
CAE INC,CA1247651088,94148,0.0
CCJ US Equity,CA13321L1085,,0.0
CANADIAN NATURA,CA1363851017,,1.0
CANADIAN NATURAL RESOURCES,CA1363851017,97719,1.0
CANADIAN PACIFI,CA13645T1003,0,0.0
CANADIAN PACIFIC RAILWAY LTD,CA13645T1003,,0.0
NKL CN,CA20731T1003,,0.0
CRONOS GROUP INC,CA22717L1013,918631,0.0
FAIRFAX INDIA HO-SUB VTG SHS,CA3038971022,93135,0.0
פיירפאקס פיינשל הולדינגס,CA3039011026,99863,0.0
FM CN Equity,CA3359341052,,1.0
LUN CN,CA5503721063,,0.0
NTR US Equity,CA67077M1086,,0.0
NUTRIEN,CA67077M1086,,0.0
NUTRIEN,CA67077M1086,0,0.0
NUTRIEN LTD,CA67077M1086,,0.0
NUTRIEN LTD- NXP SEMICONDUCTORS NV,CA67077M1086,27264,0.0
Open text corp- Open Text Corporation,CA6837151068,13152,0.0
PAN AMERICAN SI,CA6979001089,,0.0
PAN AMERICAN SILVER CORP,CA6979001089,93025,0.0
RNX CN Equity,CA7803571099,,0.0
SSRM US,CA7847301032,,0.0
S CN Equity,CA8239011031,,0.0
SUNCOR ENERGY I,CA8672241079,,1.0
SUNCOR ENERGY INC,CA8672241079,98308,1.0
U CN Equity,CA9170171057,,0.0
VALEANT PHARMACEUTICALS INTER,CA91911K1021,97470,0.0
WHEATON PRECIOU,CA9628791027,,0.0
WHEATON PRECIOUS METALS CORP,CA9628791027,97026,0.0
ZURICH INSURANCE GRO,CH0011075394,,0.0
NOVARTIS AG,CH0012005267,,0.0
NOVARTIS AG-REG SHS,CH0012005267,97164,0.0
NOVN SW,CH0012005267,,0.0
ROCHE HOLDING A,CH0012032048,,0.0
ROCHE HOLDING A,CH0012032048,0,0.0
ROG SW,CH0012032048,,0.0
CSGN SW,CH0012138530,,0.0
ABB LTD REG,CH0012221716,,0.0
ABB Limited- ABB Limited,CH0012221716,10000,0.0
LONZA GROUP AG,CH0013841017,,0.0
LONZA GROUP AG-,CH0013841017,0,0.0
NESN SW,CH0038863350,,0.0
NESTLE SA,CH0038863350,,0.0
NESTLE SA REG,CH0038863350,,0.0
Nestle sa- NESTLE SA-REG,CH0038863350,10790,0.0
SWISS RE LTD,CH0126881561,,0.0
CCH LN,CH0198251305,,0.0
UBS 4.75 12/02/26,CH0236733827,,0.0
UBS 5 1/8 05/15/24- UBS AG,CH0244100266,,0.0
UBS 7 12/29/49 PERP COCO- UBS GROUP AG,CH0271428333,,0.0
"TEVA 0 1/2 07/28/22- טבע תעשיות פרמצבטיות בע""מ",CH0333827498,,0.0
"TEVA 1 28/07/25- טבע תעשיות פרמצבטיות בע""מ",CH0333827506,,0.0
CS 7 1/8 PERP,CH0352765157,,0.0
CS 7 1/8 PERP COCO- CREDIT SUISSE GROUP AG,CH0352765157,,0.0
UBS 5 PERP,CH0400441280,,0.0
SIKA AG,CH0418792922,,0.0
SIKA AG - REG,CH0418792922,0,0.0
SUNY CELLULAR COMMUNICATIONS,CH0432492467,520031808,0.0
CS 8% 12/20,CH0509917693,99286,0.0
PING AN INSURAN,CNE1000003X6,,0.0
PING AN INSURAN,CNE1000003X6,0,0.0
AT1 GY Aroundtown Property Holdings p- Aroundtown SA,CY0105562116,,0.0
BAYERISCHE MOTOREN WERKE AG,DE0005190003,,0.0
Bayerische Motoren Werke (bmw- BMW,DE0005190003,10052,0.0
DEUTSCHE POST AG REG,DE0005552004,,0.0
Deutsche Post Ag-Reg- DEUTCHE POST AG,DE0005552004,12215,0.0
DEUTSCHE BOERSE,DE0005810055,,0.0
DEUTSCHE BOERSE,DE0005810055,0,0.0
INFINEON TECHNOLOGIES,DE0006231004,,0.0
INFINEON TECHNOLOGIES- Infineon Technologies Ag,DE0006231004,12124,0.0
SAP AG,DE0007164600,,0.0
SAP SE- SAP AG-SPONSORED ADR,DE0007164600,10773,0.0
SIE GR,DE0007236101,,0.0
SIEMENS AG REG,DE0007236101,,0.0
SIEMENS REGISTERD- SIEMENS,de0007236101,10385,0.0
VOLKSWAGEN AG PREF,DE0007664039,,0.0
VOW3 GY Equity,DE0007664039,,0.0
Volkswagen AG- Volkswagen intl fin,DE0007664039,10774,0.0
ALLIANZ SE-REG,DE0008404005,,0.0
Bayer 3.75% 01/07/74- Bayer AG,DE000A11QR73,,0.0
HLE GR,DE000A13SX22,,0.0
ADIDAS AG,DE000A1EWWW0,,0.0
ADIDAS AG,DE000A1EWWW0,0,0.0
Adidas ag- Adidas ag,DE000A1EWWW0,12123,0.0
ADIDAS SALOMON,DE000A1EWWWO,0,0.0
Deutsche Annington Immobilie- DEUTSCHE ANNINGTON IMMOBILE,DE000A1ML7J1,11264,0.0
VONOVIA,DE000A1ML7J1,,0.0
BAYER AG,DE000BAY0017,,0.0
BAYER AG,DE000BAY0017,97023,0.0
BAYN GY Equity,DE000BAY0017,,0.0
E.ON SE,DE000ENAG999,,1.0
אי.און איי ג'י,DE000ENAG999,99476,1.0
LBBW 4 Perp,DE000LB2CPE5,,0.0
LEG IMMOBILIEN A- LEG IMMOBILIEN,DE000LEG1110,27397,0.0
LEG IMMOBILIEN AG,DE000LEG1110,,0.0
PAH3 GR,DE000PAH0038,,0.0
CARLSBERG AS-B,DK0010181759,,0.0
DONG ENERGY,DK0060094928,0,0.0
ORSTED A/S,DK0060094928,,0.0
ORSTED DC Equity,DK0060094928,,0.0
NOVOB DC Equity,DK0060534915,,0.0
CELLNEX TELECOM SA,ES0105066007,,0.0
CLNX SM,ES0105066007,,0.0
VBARE IBERIAN P,ES0105196002,0,0.0
VBARE IBERIAN PROPERTIES,ES0105196002,,0.0
AMS SM Equity,ES0109067019,,0.0
FERROVIAL SA,ES0118900010,,0.0
FERROVIAL SA- Ferrovial SA,ES0118900010,12740,0.0
INDITEX,ES0148396007,,0.0
INDITEX- Industria de Diseno Textil s.a ZARA,ES0148396007,12537,0.0
BBVA 5.875%12/49,ES0813211002,,0.0
BBVASM 6 PERP Corp,ES0813211010,,0.0
BBVASM 6 PERP- BANCO BILBAO VIZCAYA ARG,ES0813211010,,0.0
CABKSM 5 1/4 PERP,ES0840609012,,0.0
NOKIA FH Equity,FI0009000681,,0.0
NOKIA OYJ,FI0009000681,,0.0
NOKIA OYJ A SHS- Noble Group,FI0009000681,12303,0.0
SAMPO FH,FI0009003305,,0.0
CITYCON OYJ,FI4000369947,,0.0
CTY1S FH,FI4000369947,,0.0
BAKKA NO Equity,FO0000000179,,0.0
BOLLORE,FR0000039299,91589,0.0
FINANCIERE DE LODET,FR0000062234,91592,0.0
FP FP Equity,FR0000120271,,1.0
TOTAL SA,FR0000120271,,1.0
TOTAL SA,FR0000120271,99202,1.0
L'OREAL SA,FR0000120321,,0.0
LOREAL,FR0000120321,,0.0
LOREAL,FR0000120321,0,0.0
LOREAL - LOREAL,FR0000120321,28150,0.0
EN FP(דיבידנד לקבל),FR0000120503,,0.0
SAN FP,FR0000120578,,0.0
SAN FP Equity,FR0000120578,,0.0
AXA SA,FR0000120628,,0.0
CS FP,FR0000120628,,0.0
BN FP- DANONE,FR0000120644,11191,0.0
DANONE,FR0000120644,,0.0
LVMH MOET HENNESSY,FR0000121014,,0.0
MC FP(LVMH MOET,FR0000121014,0,0.0
CELLNEX TELECOM SA- CELLNEX TELECOM SA,FR0000121261-70193925,28198,0.0
TENCENT HOLDINGS LTD- Tencent holdings ltd,FR0000121261-70193925,11074,0.0
KER FP Equity,FR0000121485,,0.0
KER FP Kering SA- Kering SA,FR0000121485,,0.0
UG FP Equity,FR0000121501,,0.0
AM FP,FR0000121725,,0.0
VIE FP Equity,FR0000124141,,0.0
COMPAGNIE DE SAINT GOBAIN,FR0000125007,,0.0
COMPAGNIE DE SAINT-G- Companhia de,FR0000125007,10091,0.0
DG FP Equity,FR0000125486,,0.0
DG FP-Vinci SA- Vinci SA,FR0000125486,,0.0
VINCI S.A.,FR0000125486,0,0.0
VINCI SA,FR0000125486,,0.0
VINCI SA- VINCI SA,FR0000125486,10472,0.0
EIFFAGE,FR0000130452,,0.0
EIFFAGE- EIFFAGE,FR0000130452,27267,0.0
FGR FP,FR0000130452,,0.0
BNP FP,FR0000131104,,0.0
BNP FR,FR0000131104,,0.0
EDF 6 PERP,FR0011401728,,1.0
EDF 6 PERP- ELECTRICITE DE FRANCE SA,FR0011401728,,1.0
EDF 6 PREP 01/26,FR0011401728,,1.0
EDF VAR12/49-26,FR0011401728,99179,1.0
ELECTRICITE DE FRANCE- ELEC DE FRANCE,FR0011401728,,1.0
EDF 5 01/22/49- Electricite DE France SA,FR0011697028,,1.0
Electricite De Franc 5 01/26,FR0011697028,,1.0
EDF 5 7/8 PERP- ELECTRICITE DE FRANCE SA,FR0011700293,,1.0
MCPHY FP Equity,FR0011742329,,0.0
ENGIFP 3.875 06/02/49,FR0011942283,,1.0
ELIS FP,FR0012435121,,0.0
e,FR0012435121,,0.0
ACAFP 4.25 29/01/49,FR0012444750,,0.0
BNFP 1 3/4 PERP,FR0013292828,,0.0
TKOFP 3 11/27/23,FR0013298890,,0.0
ACAFP 2 5/8 01/,FR0013312154,,0.0
ACAFP VAR 1/48,FR0013312154,97751,0.0
SCOR 5.25 12/47,FR0013322823,,0.0
URW NA Equity,FR0013326246,,0.0
CNPFP 4 3/4 PERP,FR0013336534,,0.0
ACFP 4 3/8 PERP,FR0013399177,,0.0
TKOFP 2 1/4 10/14/26,FR0013452893,,0.0
ACFP 2 5/8 PERP,FR0013457157,,0.0
EDF 3  PERP,FR0013464922,,1.0
EDF 3  PERP- Electricite DE France SA,FR0013464922,,1.0
EDF 3 PERP- ELECTRICITE DE FRANCE SA,FR0013464922,,1.0
VINCI SA זכויות,FR0013508132,,0.0
TLW LN Equity,GB0001500809,,1.0
ABF LN,GB0006731235,,0.0
SSE LN,GB0007908733,,1.0
BP LN Equity,GB0007980591,,1.0
BP/ LN Equity,GB0007980591,,1.0
TSCO LN,GB0008847096,,0.0
CHARACTER GROUP PLC,GB0008976119,93015,0.0
ASTRAZENECA PLC,GB0009895292,,0.0
ASTRAZENECA PLC,GB0009895292,96874,0.0
AMDOCS LTD,GB0022569080,,0.0
DOX US,GB0022569080,,0.0
DOX US Equity,GB0022569080,511251217,0.0
SBRY LN,GB00B019KW72,,0.0
TCM LN,GB00B06GM726,,0.0
CINE LN,GB00B15FWH70,,0.0
CINE LN Cineworld Group PLC- Cineworld Group PLC,GB00B15FWH70,,0.0
CINEWORLD GROUP,GB00B15FWH70,,0.0
CINEWORLD GROUP PLC,GB00B15FWH70,93204,0.0
RECKITT BENCKISER GR,GB00B24CGK77,,0.0
RECKITT BENCKISER GROUP,GB00B24CGK77,,0.0
RECKITT BENCKISER GROUP- reckitt benckis,GB00B24CGK77,27237,0.0
OCDO LN Equity,GB00B3MBS747,,0.0
SEGRO- SEGRO PLC,GB00B52N1N88,27817,0.0
AON PLC,GB00B5BT0K07,,0.0
AON PLC,GB00B5BT0K07,0,0.0
SEGRO,GB00B5ZN1N88,,0.0
RR/ LN(דיבידנד לקבל),GB00B63H8491,,0.0
ROYAL BANK OF S,GB00B7T77214,,0.0
